term,cur,prev,diff,ma7,z_like,total
idea,9,0,9,1.286,3.615,9
47개,8,0,8,1.143,3.314,8
디자인,8,0,8,1.429,2.994,10
공모전,6,0,6,0.857,2.67,6
2개,5,0,5,0.714,2.323,5
금상,5,0,5,0.714,2.323,5
포함,5,0,5,0.857,2.151,6
수상,6,0,6,1.571,1.965,11
테슬라,4,0,4,0.571,1.953,4
삼성d,4,0,4,0.714,1.781,5
에서,4,0,4,0.857,1.632,6
에이팩트,3,0,3,0.429,1.554,3
재평가,3,0,3,0.429,1.554,3
황금연휴,3,0,3,0.429,1.554,3
금리인하,3,1,2,0.571,1.383,4
초점,3,0,3,0.571,1.383,4
엔비디아,4,1,3,1.286,1.272,9
6세대,2,0,2,0.286,1.117,2
hpsp,2,0,2,0.286,1.117,2
sfa반도체,2,0,2,0.286,1.117,2
가전산업의,2,0,2,0.286,1.117,2
굳건,2,0,2,0.286,1.117,2
눈물이,2,0,2,0.286,1.117,2
롯데카드,2,0,2,0.286,1.117,2
맹추격,2,0,2,0.286,1.117,2
몰락,2,0,2,0.286,1.117,2
베어드,2,0,2,0.286,1.117,2
샤프,2,0,2,0.286,1.117,2
신동빈,2,0,2,0.286,1.117,2
액정,2,0,2,0.286,1.117,2
어워드,2,0,2,0.286,1.117,2
열기,2,0,2,0.286,1.117,2
온기,2,0,2,0.286,1.117,2
왕국,2,0,2,0.286,1.117,2
인텍플러스,2,0,2,0.286,1.117,2
인텔에,2,0,2,0.286,1.117,2
일본,2,0,2,0.286,1.117,2
재계,2,0,2,0.286,1.117,2
주룩,2,0,2,0.286,1.117,2
주말,2,0,2,0.286,1.117,2
청신호,2,0,2,0.286,1.117,2
총수들의,2,0,2,0.286,1.117,2
타임빌라스,2,0,2,0.286,1.117,2
패키지,2,0,2,0.286,1.117,2
피에스,2,0,2,0.286,1.117,2
하이브리드,2,0,2,0.286,1.117,2
확산,2,0,2,0.286,1.117,2
효과에,2,0,2,0.286,1.117,2
휩쓸었다,2,0,2,0.286,1.117,2
10월,3,1,2,0.857,1.113,6
뉴욕증시,3,1,2,0.857,1.113,6
21,2,0,2,0.429,0.95,3
2차전지,2,0,2,0.429,0.95,3
견인,2,0,2,0.429,0.95,3
덩실덩실,2,0,2,0.429,0.95,3
볼보,2,0,2,0.429,0.95,3
봄날의,2,1,1,0.429,0.95,3
전쟁,2,1,1,0.429,0.95,3
체질,2,0,2,0.429,0.95,3
최고치,2,1,1,0.429,0.95,3
해킹,2,0,2,0.429,0.95,3
햇살,2,1,1,0.429,0.95,3
현대차,2,0,2,0.429,0.95,3
호텔,2,0,2,0.429,0.95,3
방문,3,0,3,1.143,0.898,8
아이비젼웍스,2,0,2,0.571,0.814,4
추락,2,1,1,0.571,0.814,4
투자,3,0,3,1.286,0.803,9
