term,cur,prev,diff,ma7,z_like,total
hbm4,15,0,15,3.75,3.831,15
양산,14,0,14,3.75,3.491,15
17,12,0,12,3.0,3.294,12
9월12일,12,0,12,3.0,3.294,12
고도화,12,0,12,3.0,3.294,12
유럽,13,1,12,3.75,3.15,15
as,11,0,11,2.75,3.103,11
automotive,11,0,11,2.75,3.103,11
display,11,0,11,2.75,3.103,11
driver,11,0,11,2.75,3.103,11
growth,11,0,11,2.75,3.103,11
in,11,0,11,2.75,3.103,11
pd2706qn,11,0,11,2.75,3.103,11
samsung,11,0,11,2.75,3.103,11
targets,11,0,11,2.75,3.103,11
경남,11,0,11,2.75,3.103,11
대학들,11,0,11,2.75,3.103,11
모니터,11,0,11,2.75,3.103,11
모음,11,0,11,2.75,3.103,11
진출,11,0,11,2.75,3.103,11
헬스케어,11,0,11,2.75,3.103,11
회복,11,0,11,2.75,3.103,11
최초,12,1,11,3.5,2.961,14
대학,11,0,11,3.0,2.928,12
설비,11,1,10,3.0,2.928,12
capa,10,0,10,2.5,2.906,10
ddi,10,0,10,2.5,2.906,10
lx,10,0,10,2.5,2.906,10
개선은,10,0,10,2.5,2.906,10
국면,10,0,10,2.5,2.906,10
순항,10,0,10,2.5,2.906,10
실적,10,0,10,2.5,2.906,10
에스켐,10,0,10,2.5,2.906,10
제한적,10,0,10,2.5,2.906,10
주가도,10,0,10,2.5,2.906,10
훨훨,10,0,10,2.5,2.906,10
9월,11,1,10,3.25,2.765,13
경상국립대학교,11,0,11,3.25,2.765,13
내년,11,2,9,3.25,2.765,13
브리핑,11,1,10,3.25,2.765,13
벤큐,10,1,9,2.75,2.727,11
사전예약,9,0,9,2.25,2.7,9
수혜,9,0,9,2.25,2.7,9
실속,9,0,9,2.25,2.7,9
게이밍,9,1,8,2.5,2.518,10
신고가,9,1,8,2.5,2.518,10
16s,8,0,8,2.0,2.485,8
관람객,8,0,8,2.0,2.485,8
네오,8,0,8,2.0,2.485,8
노트북,8,0,8,2.0,2.485,8
독점,8,0,8,2.0,2.485,8
동시,8,0,8,2.0,2.485,8
모델을,8,0,8,2.0,2.485,8
사전,8,0,8,2.0,2.485,8
선택해야,8,0,8,2.0,2.485,8
에이서,8,0,8,2.0,2.485,8
완판,8,0,8,2.0,2.485,8
웨스틴,8,0,8,2.0,2.485,8
좋은,8,0,8,2.0,2.485,8
주문,8,0,8,2.0,2.485,8
프레데터,8,0,8,2.0,2.485,8
할까,8,0,8,2.0,2.485,8
헬리오스,8,0,8,2.0,2.485,8
휴대성,8,0,8,2.0,2.485,8
세계,11,4,7,3.75,2.469,15
경신,8,1,7,2.25,2.3,9
급등,8,1,7,2.25,2.3,9
어떤,8,0,8,2.25,2.3,9
애플,10,0,10,3.5,2.264,14
12일,7,0,7,1.75,2.26,7
15일,7,0,7,1.75,2.26,7
3위,7,0,7,1.75,2.26,7
가전,7,0,7,1.75,2.26,7
갖춘,7,0,7,1.75,2.26,7
공급사,7,0,7,1.75,2.26,7
까지,7,0,7,1.75,2.26,7
내년에도,7,0,7,1.75,2.26,7
머그잔,7,0,7,1.75,2.26,7
몰렸다,7,0,7,1.75,2.26,7
부스에,7,0,7,1.75,2.26,7
스마트싱스,7,0,7,1.75,2.26,7
스타벅스,7,0,7,1.75,2.26,7
애기봉,7,0,7,1.75,2.26,7
전세계,7,0,7,1.75,2.26,7
정확한,7,0,7,1.75,2.26,7
파르나스,7,0,7,1.75,2.26,7
폴더블,7,0,7,1.75,2.26,7
경북,9,3,6,3.0,2.196,12
넘어,7,0,7,2.0,2.071,8
매수,7,1,6,2.0,2.071,8
주식고수,7,1,6,2.0,2.071,8
삼성디스플레이,9,4,5,3.25,2.052,13
디자이너,6,0,6,1.5,2.023,6
모색,6,0,6,1.5,2.023,6
재현력,6,0,6,1.5,2.023,6
오픈,8,1,7,2.75,1.975,11
영상제,9,5,4,3.5,1.916,14
첨단,6,0,6,1.75,1.83,7
4주만에,5,0,5,1.25,1.771,5
all,5,0,5,1.25,1.771,5
capacity,5,0,5,1.25,1.771,5
categories,5,0,5,1.25,1.771,5
electronics,5,0,5,1.25,1.771,5
large,5,0,5,1.25,1.771,5
no,5,0,5,1.25,1.771,5
sweeps,5,0,5,1.25,1.771,5
us,5,0,5,1.25,1.771,5
washer,5,0,5,1.25,1.771,5
김포의,5,0,5,1.25,1.771,5
다나와,5,0,5,1.25,1.771,5
담은,5,0,5,1.25,1.771,5
매력,5,0,5,1.25,1.771,5
싸이닉솔루션,5,0,5,1.25,1.771,5
전환과,5,0,5,1.25,1.771,5
정보,5,0,5,1.25,1.771,5
주간,5,0,5,1.25,1.771,5
특징주,5,0,5,1.25,1.771,5
시승기,6,2,4,2.0,1.657,8
차세대,7,4,3,2.75,1.599,11
장중,5,1,4,1.5,1.573,6
hlb,4,0,4,1.0,1.5,4
결합한,4,0,4,1.0,1.5,4
공략,4,0,4,1.0,1.5,4
교육부,4,0,4,1.0,1.5,4
기업동향,4,0,4,1.0,1.5,4
김포시,4,0,4,1.0,1.5,4
닮은,4,0,4,1.0,1.5,4
사업모델,4,0,4,1.0,1.5,4
성장동력은,4,0,4,1.0,1.5,4
웰니스,4,0,4,1.0,1.5,4
이노gdn,4,0,4,1.0,1.5,4
전환기,4,0,4,1.0,1.5,4
킵스파마,4,0,4,1.0,1.5,4
허태수,4,0,4,1.0,1.5,4
skt,4,1,3,1.25,1.298,5
경제,4,1,3,1.25,1.298,5
돌파,4,0,4,1.25,1.298,5
반도체,4,0,4,1.25,1.298,5
석유화학,4,1,3,1.25,1.298,5
소재,4,1,3,1.25,1.298,5
기반,6,4,2,2.75,1.223,11
iaa,7,4,3,3.5,1.219,14
lg,7,5,2,3.5,1.219,14
2025서,3,0,3,0.75,1.206,3
challenge,3,0,3,0.75,1.206,3
finance,3,0,3,0.75,1.206,3
future,3,0,3,0.75,1.206,3
ibc,3,0,3,0.75,1.206,3
kb국민은행,3,0,3,0.75,1.206,3
lg디스플레이,3,0,3,0.75,1.206,3
m2,3,0,3,0.75,1.206,3
ti7,3,0,3,0.75,1.206,3
공직자,3,0,3,0.75,1.206,3
그래픽,3,0,3,0.75,1.206,3
기능으로,3,0,3,0.75,1.206,3
끝판왕의,3,0,3,0.75,1.206,3
나홀로,3,0,3,0.75,1.206,3
내연기관,3,0,3,0.75,1.206,3
디자이너를,3,0,3,0.75,1.206,3
라인업,3,0,3,0.75,1.206,3
미디어,3,0,3,0.75,1.206,3
미래차,3,0,3,0.75,1.206,3
반격,3,0,3,0.75,1.206,3
베스파,3,0,3,0.75,1.206,3
삼성d가,3,0,3,0.75,1.206,3
신한라이프,3,0,3,0.75,1.206,3
오전,3,0,3,0.75,1.206,3
우수환경산업체,3,0,3,0.75,1.206,3
이유는,3,0,3,0.75,1.206,3
저렴한,3,0,3,0.75,1.206,3
점유율,3,0,3,0.75,1.206,3
주관,3,0,3,0.75,1.206,3
집중하는,3,0,3,0.75,1.206,3
최교진,3,0,3,0.75,1.206,3
추락,3,0,3,0.75,1.206,3
추이,3,0,3,0.75,1.206,3
출하량,3,0,3,0.75,1.206,3
테크노밸리,3,0,3,0.75,1.206,3
특수,3,0,3,0.75,1.206,3
팡청바오,3,0,3,0.75,1.206,3
포럼,3,0,3,0.75,1.206,3
플라즈마텍,3,0,3,0.75,1.206,3
핵심기술,3,0,3,0.75,1.206,3
환경부,3,0,3,0.75,1.206,3
구축,4,1,3,1.5,1.124,6
신제품,4,0,4,1.5,1.124,6
byd,7,8,-1,3.75,1.107,15
bmw,3,1,2,1.0,1.0,4
etf,3,0,3,1.0,1.0,4
hbm,3,0,3,1.0,1.0,4
규제,3,1,2,1.0,1.0,4
모바일,3,1,2,1.0,1.0,4
상승,3,1,2,1.0,1.0,4
생태계,3,1,2,1.0,1.0,4
소니,3,1,2,1.0,1.0,4
위기,3,1,2,1.0,1.0,4
장관,3,1,2,1.0,1.0,4
전환,3,0,3,1.0,1.0,4
제공,3,0,3,1.0,1.0,4
포토,3,0,3,1.0,1.0,4
