term,cur,prev,diff,ma7,z_like,total
47개,7,0,7,1.0,3.0,7
idea,7,0,7,1.0,3.0,7
디자인,6,0,6,1.143,2.348,8
2개,5,0,5,0.714,2.323,5
공모전,5,0,5,0.714,2.323,5
금상,5,0,5,0.714,2.323,5
포함,5,0,5,0.857,2.151,6
에서,4,0,4,0.857,1.632,6
수상,5,0,5,1.429,1.627,10
테슬라,3,0,3,0.429,1.554,3
삼성전자,9,0,9,4.429,1.473,31
금리인하,3,1,2,0.571,1.383,4
엔비디아,4,1,3,1.429,1.171,10
롯데카드,2,0,2,0.286,1.117,2
에이팩트,2,0,2,0.286,1.117,2
온기,2,0,2,0.286,1.117,2
인텔에,2,0,2,0.286,1.117,2
재평가,2,0,2,0.286,1.117,2
주말,2,0,2,0.286,1.117,2
패키지,2,0,2,0.286,1.117,2
하이브리드,2,0,2,0.286,1.117,2
확산,2,0,2,0.286,1.117,2
황금연휴,2,0,2,0.286,1.117,2
뉴욕증시,3,1,2,0.857,1.113,6
21,2,0,2,0.429,0.95,3
견인,2,0,2,0.429,0.95,3
볼보,2,0,2,0.429,0.95,3
삼성d,2,0,2,0.429,0.95,3
초점,2,0,2,0.429,0.95,3
해킹,2,0,2,0.429,0.95,3
현대차,2,0,2,0.429,0.95,3
호텔,2,0,2,0.429,0.95,3
최고치,2,1,1,0.429,0.95,3
상승,3,0,3,1.429,0.716,10
시승기,3,1,2,1.429,0.716,10
kt,2,0,2,0.714,0.697,5
사상,2,0,2,0.714,0.697,5
상향,2,0,2,0.714,0.697,5
10월,2,1,1,0.714,0.697,5
04,1,0,1,0.143,0.622,1
140만대,1,0,1,0.143,0.622,1
15,1,0,1,0.143,0.622,1
16년,1,0,1,0.143,0.622,1
19일,1,0,1,0.143,0.622,1
200,1,0,1,0.143,0.622,1
2024년,1,0,1,0.143,0.622,1
2030년엔,1,0,1,0.143,0.622,1
20년,1,0,1,0.143,0.622,1
24시간,1,0,1,0.143,0.622,1
2천억,1,0,1,0.143,0.622,1
32,1,0,1,0.143,0.622,1
4대,1,0,1,0.143,0.622,1
4천만원대,1,0,1,0.143,0.622,1
68,1,0,1,0.143,0.622,1
6세대,1,0,1,0.143,0.622,1
70달러,1,0,1,0.143,0.622,1
75만명,1,0,1,0.143,0.622,1
911,1,0,1,0.143,0.622,1
