term,cur,prev,diff,ma7,z_like,total
hbm4,15,0,15,3.75,3.831,15
양산,14,0,14,3.75,3.491,15
9월12일,12,0,12,3.0,3.294,12
고도화,12,0,12,3.0,3.294,12
유럽,13,1,12,3.75,3.15,15
17,11,0,11,2.75,3.103,11
as,11,0,11,2.75,3.103,11
automotive,11,0,11,2.75,3.103,11
display,11,0,11,2.75,3.103,11
driver,11,0,11,2.75,3.103,11
growth,11,0,11,2.75,3.103,11
pd2706qn,11,0,11,2.75,3.103,11
samsung,11,0,11,2.75,3.103,11
targets,11,0,11,2.75,3.103,11
경남,11,0,11,2.75,3.103,11
대학들,11,0,11,2.75,3.103,11
모음,11,0,11,2.75,3.103,11
진출,11,0,11,2.75,3.103,11
헬스케어,11,0,11,2.75,3.103,11
회복,11,0,11,2.75,3.103,11
최초,12,1,11,3.5,2.961,14
대학,11,0,11,3.0,2.928,12
설비,11,1,10,3.0,2.928,12
capa,10,0,10,2.5,2.906,10
ddi,10,0,10,2.5,2.906,10
lx,10,0,10,2.5,2.906,10
개선은,10,0,10,2.5,2.906,10
국면,10,0,10,2.5,2.906,10
모니터,10,0,10,2.5,2.906,10
순항,10,0,10,2.5,2.906,10
실적,10,0,10,2.5,2.906,10
에스켐,10,0,10,2.5,2.906,10
제한적,10,0,10,2.5,2.906,10
주가도,10,0,10,2.5,2.906,10
훨훨,10,0,10,2.5,2.906,10
경상국립대학교,11,0,11,3.25,2.765,13
브리핑,11,1,10,3.25,2.765,13
벤큐,10,1,9,2.75,2.727,11
사전예약,9,0,9,2.25,2.7,9
수혜,9,0,9,2.25,2.7,9
실속,9,0,9,2.25,2.7,9
내년,11,2,9,3.5,2.612,14
9월,10,1,9,3.0,2.562,12
신고가,9,1,8,2.5,2.518,10
16s,8,0,8,2.0,2.485,8
in,8,0,8,2.0,2.485,8
네오,8,0,8,2.0,2.485,8
노트북,8,0,8,2.0,2.485,8
독점,8,0,8,2.0,2.485,8
동시,8,0,8,2.0,2.485,8
모델을,8,0,8,2.0,2.485,8
사전,8,0,8,2.0,2.485,8
선택해야,8,0,8,2.0,2.485,8
에이서,8,0,8,2.0,2.485,8
완판,8,0,8,2.0,2.485,8
웨스틴,8,0,8,2.0,2.485,8
좋은,8,0,8,2.0,2.485,8
주문,8,0,8,2.0,2.485,8
프레데터,8,0,8,2.0,2.485,8
할까,8,0,8,2.0,2.485,8
헬리오스,8,0,8,2.0,2.485,8
휴대성,8,0,8,2.0,2.485,8
세계,11,4,7,3.75,2.469,15
게이밍,8,1,7,2.25,2.3,9
경신,8,1,7,2.25,2.3,9
급등,8,1,7,2.25,2.3,9
어떤,8,0,8,2.25,2.3,9
애플,10,0,10,3.5,2.264,14
15일,7,0,7,1.75,2.26,7
3위,7,0,7,1.75,2.26,7
가전,7,0,7,1.75,2.26,7
갖춘,7,0,7,1.75,2.26,7
공급사,7,0,7,1.75,2.26,7
관람객,7,0,7,1.75,2.26,7
까지,7,0,7,1.75,2.26,7
내년에도,7,0,7,1.75,2.26,7
머그잔,7,0,7,1.75,2.26,7
몰렸다,7,0,7,1.75,2.26,7
부스에,7,0,7,1.75,2.26,7
스마트싱스,7,0,7,1.75,2.26,7
스타벅스,7,0,7,1.75,2.26,7
애기봉,7,0,7,1.75,2.26,7
전세계,7,0,7,1.75,2.26,7
정확한,7,0,7,1.75,2.26,7
파르나스,7,0,7,1.75,2.26,7
경북,9,3,6,3.0,2.196,12
넘어,7,0,7,2.0,2.071,8
매수,7,1,6,2.0,2.071,8
주식고수,7,1,6,2.0,2.071,8
폴더블,7,0,7,2.0,2.071,8
12일,6,0,6,1.5,2.023,6
디자이너,6,0,6,1.5,2.023,6
재현력,6,0,6,1.5,2.023,6
영상제,9,5,4,3.5,1.916,14
삼성디스플레이,8,4,4,3.0,1.83,12
첨단,6,0,6,1.75,1.83,7
4주만에,5,0,5,1.25,1.771,5
김포의,5,0,5,1.25,1.771,5
다나와,5,0,5,1.25,1.771,5
담은,5,0,5,1.25,1.771,5
매력,5,0,5,1.25,1.771,5
모색,5,0,5,1.25,1.771,5
싸이닉솔루션,5,0,5,1.25,1.771,5
전환과,5,0,5,1.25,1.771,5
정보,5,0,5,1.25,1.771,5
특징주,5,0,5,1.25,1.771,5
오픈,7,1,6,2.5,1.743,10
장중,5,1,4,1.5,1.573,6
주가,8,5,3,3.5,1.567,14
all,4,0,4,1.0,1.5,4
capacity,4,0,4,1.0,1.5,4
categories,4,0,4,1.0,1.5,4
electronics,4,0,4,1.0,1.5,4
hlb,4,0,4,1.0,1.5,4
large,4,0,4,1.0,1.5,4
no,4,0,4,1.0,1.5,4
sweeps,4,0,4,1.0,1.5,4
us,4,0,4,1.0,1.5,4
washer,4,0,4,1.0,1.5,4
결합한,4,0,4,1.0,1.5,4
공략,4,0,4,1.0,1.5,4
기업동향,4,0,4,1.0,1.5,4
김포시,4,0,4,1.0,1.5,4
닮은,4,0,4,1.0,1.5,4
사업모델,4,0,4,1.0,1.5,4
성장동력은,4,0,4,1.0,1.5,4
웰니스,4,0,4,1.0,1.5,4
이노gdn,4,0,4,1.0,1.5,4
전환기,4,0,4,1.0,1.5,4
주간,4,0,4,1.0,1.5,4
킵스파마,4,0,4,1.0,1.5,4
허태수,4,0,4,1.0,1.5,4
시승기,5,2,3,1.75,1.399,7
차세대,6,4,2,2.5,1.356,10
skt,4,1,3,1.25,1.298,5
반도체,4,0,4,1.25,1.298,5
석유화학,4,1,3,1.25,1.298,5
소재,4,1,3,1.25,1.298,5
iaa,7,4,3,3.5,1.219,14
2025서,3,0,3,0.75,1.206,3
challenge,3,0,3,0.75,1.206,3
finance,3,0,3,0.75,1.206,3
future,3,0,3,0.75,1.206,3
ibc,3,0,3,0.75,1.206,3
kb국민은행,3,0,3,0.75,1.206,3
lg디스플레이,3,0,3,0.75,1.206,3
m2,3,0,3,0.75,1.206,3
ti7,3,0,3,0.75,1.206,3
공직자,3,0,3,0.75,1.206,3
교육부,3,0,3,0.75,1.206,3
기능으로,3,0,3,0.75,1.206,3
끝판왕의,3,0,3,0.75,1.206,3
나홀로,3,0,3,0.75,1.206,3
내연기관,3,0,3,0.75,1.206,3
디자이너를,3,0,3,0.75,1.206,3
미디어,3,0,3,0.75,1.206,3
미래차,3,0,3,0.75,1.206,3
반격,3,0,3,0.75,1.206,3
베스파,3,0,3,0.75,1.206,3
삼성d가,3,0,3,0.75,1.206,3
오전,3,0,3,0.75,1.206,3
우수환경산업체,3,0,3,0.75,1.206,3
이유는,3,0,3,0.75,1.206,3
주관,3,0,3,0.75,1.206,3
집중하는,3,0,3,0.75,1.206,3
추락,3,0,3,0.75,1.206,3
테크노밸리,3,0,3,0.75,1.206,3
특수,3,0,3,0.75,1.206,3
팡청바오,3,0,3,0.75,1.206,3
플라즈마텍,3,0,3,0.75,1.206,3
핵심기술,3,0,3,0.75,1.206,3
환경부,3,0,3,0.75,1.206,3
신제품,4,0,4,1.5,1.124,6
bmw,3,1,2,1.0,1.0,4
규제,3,1,2,1.0,1.0,4
돌파,3,0,3,1.0,1.0,4
모바일,3,1,2,1.0,1.0,4
생태계,3,1,2,1.0,1.0,4
소니,3,1,2,1.0,1.0,4
저렴한,3,0,3,1.0,1.0,4
전환,3,0,3,1.0,1.0,4
제공,3,0,3,1.0,1.0,4
포토,3,0,3,1.0,1.0,4
lg,6,5,1,3.25,0.981,13
기반,6,4,2,3.25,0.981,13
디스플레이,6,6,0,3.25,0.981,13
11,2,0,2,0.5,0.879,2
27년,2,0,2,0.5,0.879,2
40,2,0,2,0.5,0.879,2
50,2,0,2,0.5,0.879,2
53,2,0,2,0.5,0.879,2
930원,2,0,2,0.5,0.879,2
ceo보다,2,0,2,0.5,0.879,2
iphone,2,0,2,0.5,0.879,2
kodex,2,0,2,0.5,0.879,2
ledos,2,0,2,0.5,0.879,2
lg그룹에서,2,0,2,0.5,0.879,2
pc방,2,0,2,0.5,0.879,2
sk텔레콤,2,0,2,0.5,0.879,2
vmd,2,0,2,0.5,0.879,2
