term,cur,prev,diff,ma7,z_like,total
김학래,7,0,7,1.0,3.0,7
김동영,6,0,6,0.857,2.67,6
결별,4,0,4,0.571,1.953,4
추석,5,1,4,1.286,1.741,10
고2,3,0,3,0.429,1.554,3
김예은과,3,0,3,0.429,1.554,3
레노버,3,0,3,0.429,1.554,3
리전,3,0,3,0.429,1.554,3
주도,3,0,3,0.429,1.554,3
통과,3,0,3,0.429,1.554,3
한독,3,0,3,0.429,1.554,3
윤석열,3,0,3,0.571,1.383,4
앞두고,3,0,3,0.714,1.239,6
판매,3,1,2,0.714,1.239,5
22일,2,0,2,0.286,1.117,2
4분기부터,2,0,2,0.286,1.117,2
m14,2,0,2,0.286,1.117,2
개정안,2,0,2,0.286,1.117,2
결국,2,0,2,0.286,1.117,2
과거,2,0,2,0.286,1.117,2
난장판,2,0,2,0.286,1.117,2
대금,2,0,2,0.286,1.117,2
맥스,2,0,2,0.286,1.117,2
무게,2,0,2,0.286,1.117,2
바로잰,2,0,2,0.286,1.117,2
비에이치,2,0,2,0.286,1.117,2
생산량,2,0,2,0.286,1.117,2
생활경제,2,0,2,0.286,1.117,2
서멀라이트,2,0,2,0.286,1.117,2
에센셜,2,0,2,0.286,1.117,2
으로,2,0,2,0.286,1.117,3
임미숙,2,0,2,0.286,1.117,2
정리,2,0,2,0.286,1.117,2
정부조직법,2,0,2,0.286,1.117,2
청주시,2,0,2,0.286,1.117,2
추나대전,2,0,2,0.286,1.117,2
클래스,2,0,2,0.286,1.117,2
탑재,2,0,2,0.286,1.117,2
트라이폴드,2,0,2,0.286,1.117,2
폭로,2,0,2,0.286,1.117,2
품질,2,0,2,0.286,1.117,2
행안위,2,0,2,0.286,1.117,2
pc,3,0,3,0.857,1.113,6
진행,3,0,3,0.857,1.113,6
2위,3,1,2,1.0,1.0,7
3년간,3,1,2,1.0,1.0,8
lcd,3,1,2,1.0,1.0,7
잡은,3,1,2,1.0,1.0,7
필요,3,1,2,1.0,1.0,7
관계,2,1,1,0.429,0.95,3
국회,2,0,2,0.429,0.95,3
너무,2,0,2,0.429,0.95,3
법사위,2,0,2,0.429,0.95,3
사랑꾼,2,0,2,0.429,0.95,3
울트라,2,0,2,0.429,0.95,3
이슈,2,0,2,0.429,0.95,3
정기예금,2,1,1,0.429,0.95,3
조선의,2,0,2,0.429,0.95,3
중심,2,0,2,0.429,0.95,3
지급,2,0,2,0.429,0.95,3
게이밍,3,1,2,1.143,0.898,12
벤츠,2,2,0,0.571,0.814,4
브리핑,2,0,2,0.571,0.814,7
삼성sdi,2,0,2,0.571,0.814,4
성료,2,0,2,0.571,0.814,5
소식,2,2,0,0.571,0.814,5
인터뷰,2,1,1,0.571,0.814,4
조기,2,0,2,0.571,0.814,4
폴더블,2,0,2,0.571,0.814,4
