term,cur,prev,diff,ma7,z_like,total
oled,25,5,20,7.2,4.833,36
pd2706qn,8,0,8,1.6,2.826,8
독점,7,0,7,1.4,2.565,7
모니터,7,0,7,1.4,2.565,7
벤큐,7,1,6,1.6,2.384,8
아이폰,8,1,7,2.2,2.336,11
9월12일,6,0,6,1.2,2.291,6
as,6,0,6,1.2,2.291,6
automotive,6,0,6,1.2,2.291,6
display,6,0,6,1.2,2.291,6
driver,6,0,6,1.2,2.291,6
growth,6,0,6,1.2,2.291,6
samsung,6,0,6,1.2,2.291,6
targets,6,0,6,1.2,2.291,6
고도화,6,0,6,1.2,2.291,6
공급사,6,0,6,1.2,2.291,6
관람객,6,0,6,1.2,2.291,6
까지,6,0,6,1.2,2.291,6
내년에도,6,0,6,1.2,2.291,6
대학들,6,0,6,1.2,2.291,6
모음,6,0,6,1.2,2.291,6
몰렸다,6,0,6,1.2,2.291,6
부스에,6,0,6,1.2,2.291,6
수혜,6,0,6,1.2,2.291,6
스마트싱스,6,0,6,1.2,2.291,6
실속,6,0,6,1.2,2.291,6
진출,6,0,6,1.2,2.291,6
헬스케어,6,0,6,1.2,2.291,6
시리즈,7,1,6,1.8,2.221,9
가전,6,0,6,1.4,2.107,7
경남,6,0,6,1.4,2.107,7
넘어,6,0,6,1.4,2.107,7
대학,6,0,6,1.4,2.107,7
폴더블,6,0,6,1.4,2.107,7
설비,6,1,5,1.4,2.107,7
출시,12,4,8,5.2,2.073,26
12일,5,0,5,1.0,2.0,5
17,5,0,5,1.0,2.0,5
capa,5,0,5,1.0,2.0,5
ddi,5,0,5,1.0,2.0,5
lx,5,0,5,1.0,2.0,5
개선은,5,0,5,1.0,2.0,5
국면,5,0,5,1.0,2.0,5
사전예약,5,0,5,1.0,2.0,5
순항,5,0,5,1.0,2.0,5
실적,5,0,5,1.0,2.0,5
에스켐,5,0,5,1.0,2.0,5
정확한,5,0,5,1.0,2.0,5
제한적,5,0,5,1.0,2.0,5
주가도,5,0,5,1.0,2.0,5
회복,5,0,5,1.0,2.0,5
훨훨,5,0,5,1.0,2.0,5
유럽,8,1,7,2.8,1.945,14
경상국립대학교,6,0,6,1.6,1.943,8
삼성디스플레이,7,4,3,2.2,1.933,11
갖춘,5,0,5,1.2,1.813,6
9월,7,1,6,2.4,1.804,12
브리핑,6,1,5,1.8,1.794,9
경북,6,3,3,1.8,1.794,9
hlb,4,0,4,0.8,1.689,4
닮은,4,0,4,0.8,1.689,4
디자이너,4,0,4,0.8,1.689,4
머그잔,4,0,4,0.8,1.689,4
성장동력은,4,0,4,0.8,1.689,4
스타벅스,4,0,4,0.8,1.689,4
애기봉,4,0,4,0.8,1.689,4
완판,4,0,4,0.8,1.689,4
이노gdn,4,0,4,0.8,1.689,4
재현력,4,0,4,0.8,1.689,4
전환과,4,0,4,0.8,1.689,4
전환기,4,0,4,0.8,1.689,4
킵스파마,4,0,4,0.8,1.689,4
애플,7,0,7,2.8,1.571,14
영상제,6,5,1,2.2,1.53,11
내년,5,2,3,1.6,1.501,8
양산,4,0,4,1.0,1.5,5
신고가,4,1,3,1.0,1.5,5
장중,4,1,3,1.0,1.5,5
아이폰17,7,3,4,3.0,1.464,15
메타버스,6,5,1,2.4,1.412,12
sk하이닉스,5,1,4,1.8,1.367,9
15일,3,0,3,0.6,1.352,3
16s,3,0,3,0.6,1.352,3
hbm4,3,0,3,0.6,1.352,3
lg디스플레이,3,0,3,0.6,1.352,3
김포시,3,0,3,0.6,1.352,3
나홀로,3,0,3,0.6,1.352,3
네오,3,0,3,0.6,1.352,3
노트북,3,0,3,0.6,1.352,3
동시,3,0,3,0.6,1.352,3
모델을,3,0,3,0.6,1.352,3
사전,3,0,3,0.6,1.352,3
삼성d가,3,0,3,0.6,1.352,3
선택해야,3,0,3,0.6,1.352,3
에이서,3,0,3,0.6,1.352,3
웨스틴,3,0,3,0.6,1.352,3
이유는,3,0,3,0.6,1.352,3
주문,3,0,3,0.6,1.352,3
집중하는,3,0,3,0.6,1.352,3
추락,3,0,3,0.6,1.352,3
특수,3,0,3,0.6,1.352,3
파르나스,3,0,3,0.6,1.352,3
프레데터,3,0,3,0.6,1.352,3
할까,3,0,3,0.6,1.352,3
핵심기술,3,0,3,0.6,1.352,3
헬리오스,3,0,3,0.6,1.352,3
휴대성,3,0,3,0.6,1.352,3
삼성,11,5,6,6.4,1.303,32
포항시,6,7,-1,2.6,1.301,13
개최,7,5,2,3.4,1.266,17
공략,3,0,3,0.8,1.161,4
미래차,3,0,3,0.8,1.161,4
어떤,3,0,3,0.8,1.161,4
좋은,3,0,3,0.8,1.161,4
게이밍,3,1,2,0.8,1.161,4
경신,3,1,2,0.8,1.161,4
모바일,3,1,2,0.8,1.161,4
주가,5,5,0,2.2,1.128,11
mou,3,0,3,1.0,1.0,5
급등,3,1,2,1.0,1.0,5
시승기,3,2,1,1.0,1.0,5
11,2,0,2,0.4,0.98,2
